,DATE,S.IndAll
4197,1991-06-29,0
4198,1991-06-30,0
4199,1991-07-01,0
4200,1991-07-02,0
4201,1991-07-03,0
4202,1991-07-04,0
4203,1991-07-05,0
4204,1991-07-06,0
4205,1991-07-07,0
4206,1991-07-08,0
4207,1991-07-09,0
4208,1991-07-10,0
4209,1991-07-11,0
4210,1991-07-12,0
4211,1991-07-13,0
4212,1991-07-14,0
4213,1991-07-15,0
4214,1991-07-16,0
4215,1991-07-17,0
4216,1991-07-18,0
4217,1991-07-19,0
4218,1991-07-20,0
4219,1991-07-21,0
4220,1991-07-22,0
4221,1991-07-23,0
4222,1991-07-24,0
4223,1991-07-25,0
4224,1991-07-26,0
4225,1991-07-27,0
4226,1991-07-28,0
4227,1991-07-29,0
4228,1991-07-30,0
4229,1991-07-31,0
4230,1991-08-01,0
4231,1991-08-02,0
4232,1991-08-03,0
4233,1991-08-04,0
4234,1991-08-05,0
4235,1991-08-06,0
4236,1991-08-07,0
4237,1991-08-08,0
4238,1991-08-09,0
4239,1991-08-10,0
4240,1991-08-11,0
4241,1991-08-12,0
4242,1991-08-13,0
4243,1991-08-14,0
4244,1991-08-15,0
4245,1991-08-16,0
4246,1991-08-17,0
4247,1991-08-18,0
4248,1991-08-19,0
4249,1991-08-20,0
4250,1991-08-21,0
4251,1991-08-22,0
4252,1991-08-23,0
4253,1991-08-24,0
4254,1991-08-25,0
4255,1991-08-26,0
4256,1991-08-27,0
4257,1991-08-28,0
4258,1991-08-29,0
4259,1991-08-30,0
4260,1991-08-31,0
4261,1991-09-01,0
4262,1991-09-02,0
4263,1991-09-03,0
4264,1991-09-04,0
4265,1991-09-05,0
4266,1991-09-06,0
4267,1991-09-07,0
4268,1991-09-08,0
4269,1991-09-09,0
4270,1991-09-10,0
4271,1991-09-11,0
4272,1991-09-12,0
4273,1991-09-13,0
4274,1991-09-14,0
4275,1991-09-15,0
4276,1991-09-16,0
4277,1991-09-17,0
4278,1991-09-18,0
4279,1991-09-19,0
4280,1991-09-20,0
4281,1991-09-21,0
4282,1991-09-22,0
4283,1991-09-23,0
4284,1991-09-24,0
4285,1991-09-25,0
4286,1991-09-26,0
4287,1991-09-27,0
4288,1991-09-28,0
4289,1991-09-29,0
4290,1991-09-30,0
4291,1991-10-01,0
4292,1991-10-02,0
4293,1991-10-03,0
4294,1991-10-04,0
4295,1991-10-05,0
4296,1991-10-06,0
4297,1991-10-07,0
4298,1991-10-08,0
4299,1991-10-09,0
4300,1991-10-10,0
4301,1991-10-11,0
4302,1991-10-12,0
4303,1991-10-13,0
4304,1991-10-14,0
4305,1991-10-15,0
4306,1991-10-16,0
4307,1991-10-17,0
4308,1991-10-18,0
4309,1991-10-19,0
4310,1991-10-20,0
4311,1991-10-21,0
4312,1991-10-22,0
4313,1991-10-23,0
4314,1991-10-24,0
4315,1991-10-25,0
4316,1991-10-26,0
4317,1991-10-27,0
4318,1991-10-28,0
4319,1991-10-29,0
4320,1991-10-30,0
4321,1991-10-31,0
4322,1991-11-01,0
4323,1991-11-02,0
4324,1991-11-03,0
4325,1991-11-04,0
4326,1991-11-05,0
4327,1991-11-06,0
4328,1991-11-07,0
4329,1991-11-08,0
4330,1991-11-09,0
4331,1991-11-10,0
4332,1991-11-11,0
4333,1991-11-12,0
4334,1991-11-13,0
4335,1991-11-14,0
4336,1991-11-15,0
4337,1991-11-16,0
4338,1991-11-17,0
4339,1991-11-18,0
4340,1991-11-19,0
4341,1991-11-20,0
4342,1991-11-21,0
4343,1991-11-22,0
4344,1991-11-23,0
4345,1991-11-24,0
4346,1991-11-25,0
4347,1991-11-26,0
4348,1991-11-27,0
4349,1991-11-28,0
4350,1991-11-29,0
4351,1991-11-30,0
4352,1991-12-01,0
4353,1991-12-02,0
4354,1991-12-03,0
4355,1991-12-04,0
4356,1991-12-05,0
4357,1991-12-06,0
4358,1991-12-07,0
4359,1991-12-08,0
4360,1991-12-09,0
4361,1991-12-10,0
4362,1991-12-11,0
4363,1991-12-12,0
4364,1991-12-13,0
4365,1991-12-14,0
4366,1991-12-15,0
4367,1991-12-16,0
4368,1991-12-17,0
4369,1991-12-18,0
4370,1991-12-19,0
4371,1991-12-20,1
4372,1991-12-21,1
4373,1991-12-22,1
4374,1991-12-23,1
4375,1991-12-24,1
4376,1991-12-25,0
4377,1991-12-26,0
4378,1991-12-27,0
4379,1991-12-28,0
4380,1991-12-29,0
4381,1991-12-30,0
4382,1991-12-31,0
4383,1992-01-01,0
4384,1992-01-02,0
4385,1992-01-03,0
4386,1992-01-04,0
4387,1992-01-05,0
4388,1992-01-06,0
4389,1992-01-07,0
4390,1992-01-08,0
4391,1992-01-09,0
4392,1992-01-10,0
4393,1992-01-11,0
4394,1992-01-12,0
4395,1992-01-13,0
4396,1992-01-14,0
4397,1992-01-15,0
4398,1992-01-16,0
4399,1992-01-17,0
4400,1992-01-18,0
4401,1992-01-19,0
4402,1992-01-20,0
4403,1992-01-21,0
4404,1992-01-22,0
4405,1992-01-23,0
4406,1992-01-24,0
4407,1992-01-25,0
4408,1992-01-26,0
4409,1992-01-27,0
4410,1992-01-28,0
4411,1992-01-29,0
4412,1992-01-30,0
4413,1992-01-31,0
4414,1992-02-01,0
4415,1992-02-02,0
4416,1992-02-03,0
4417,1992-02-04,0
4418,1992-02-05,0
4419,1992-02-06,0
4420,1992-02-07,0
4421,1992-02-08,0
4422,1992-02-09,0
4423,1992-02-10,0
4424,1992-02-11,0
4425,1992-02-12,0
4426,1992-02-13,0
4427,1992-02-14,0
4428,1992-02-15,0
4429,1992-02-16,0
4430,1992-02-17,0
4431,1992-02-18,0
4432,1992-02-19,0
4433,1992-02-20,0
4434,1992-02-21,0
4435,1992-02-22,0
4436,1992-02-23,0
4437,1992-02-24,0
4438,1992-02-25,0
4439,1992-02-26,1
4440,1992-02-27,1
4441,1992-02-28,1
4442,1992-02-29,1
4443,1992-03-01,1
4444,1992-03-02,1
4445,1992-03-03,1
4446,1992-03-04,1
4447,1992-03-05,1
4448,1992-03-06,1
4449,1992-03-07,1
4450,1992-03-08,0
4451,1992-03-09,0
4452,1992-03-10,0
4453,1992-03-11,0
4454,1992-03-12,0
4455,1992-03-13,0
4456,1992-03-14,0
4457,1992-03-15,0
4458,1992-03-16,0
4459,1992-03-17,0
4460,1992-03-18,0
4461,1992-03-19,0
4462,1992-03-20,0
4463,1992-03-21,0
4464,1992-03-22,0
4465,1992-03-23,0
4466,1992-03-24,0
4467,1992-03-25,0
4468,1992-03-26,0
4469,1992-03-27,0
4470,1992-03-28,0
4471,1992-03-29,0
4472,1992-03-30,0
4473,1992-03-31,0
4474,1992-04-01,0
4475,1992-04-02,0
4476,1992-04-03,0
4477,1992-04-04,0
4478,1992-04-05,0
4479,1992-04-06,0
4480,1992-04-07,0
4481,1992-04-08,0
4482,1992-04-09,0
4483,1992-04-10,0
4484,1992-04-11,0
4485,1992-04-12,0
4486,1992-04-13,1
4487,1992-04-14,1
4488,1992-04-15,1
4489,1992-04-16,1
4490,1992-04-17,0
4491,1992-04-18,0
4492,1992-04-19,0
4493,1992-04-20,0
4494,1992-04-21,0
4495,1992-04-22,0
4496,1992-04-23,0
4497,1992-04-24,0
4498,1992-04-25,0
4499,1992-04-26,0
4500,1992-04-27,0
4501,1992-04-28,0
4502,1992-04-29,0
4503,1992-04-30,0
4504,1992-05-01,0
4505,1992-05-02,0
4506,1992-05-03,0
4507,1992-05-04,0
4508,1992-05-05,0
4509,1992-05-06,0
4510,1992-05-07,0
4511,1992-05-08,0
4512,1992-05-09,0
4513,1992-05-10,0
4514,1992-05-11,0
4515,1992-05-12,0
4516,1992-05-13,0
4517,1992-05-14,0
4518,1992-05-15,0
4519,1992-05-16,0
4520,1992-05-17,0
4521,1992-05-18,0
4522,1992-05-19,0
4523,1992-05-20,0
4524,1992-05-21,0
4525,1992-05-22,0
4526,1992-05-23,0
4527,1992-05-24,0
4528,1992-05-25,0
4529,1992-05-26,0
4530,1992-05-27,0
4531,1992-05-28,0
4532,1992-05-29,0
4533,1992-05-30,0
4534,1992-05-31,0
4535,1992-06-01,0
4536,1992-06-02,0
4537,1992-06-03,0
4538,1992-06-04,0
4539,1992-06-05,0
4540,1992-06-06,0
4541,1992-06-07,0
4542,1992-06-08,0
4543,1992-06-09,0
4544,1992-06-10,0
4545,1992-06-11,0
4546,1992-06-12,0
4547,1992-06-13,0
4548,1992-06-14,0
4549,1992-06-15,0
4550,1992-06-16,0
4551,1992-06-17,0
4552,1992-06-18,0
4553,1992-06-19,0
4554,1992-06-20,0
4555,1992-06-21,0
4556,1992-06-22,0
4557,1992-06-23,0
4558,1992-06-24,0
4559,1992-06-25,0
4560,1992-06-26,0
4561,1992-06-27,0
4562,1992-06-28,0
4563,1992-06-29,0
4564,1992-06-30,0
4565,1992-07-01,0
4566,1992-07-02,0
4567,1992-07-03,0
4568,1992-07-04,0
4569,1992-07-05,0
4570,1992-07-06,0
4571,1992-07-07,0
4572,1992-07-08,0
4573,1992-07-09,0
4574,1992-07-10,0
4575,1992-07-11,0
4576,1992-07-12,0
4577,1992-07-13,0
4578,1992-07-14,0
4579,1992-07-15,0
4580,1992-07-16,0
4581,1992-07-17,0
4582,1992-07-18,0
4583,1992-07-19,0
4584,1992-07-20,0
4585,1992-07-21,0
4586,1992-07-22,0
4587,1992-07-23,0
4588,1992-07-24,0
4589,1992-07-25,0
4590,1992-07-26,0
4591,1992-07-27,0
4592,1992-07-28,0
4593,1992-07-29,0
4594,1992-07-30,0
4595,1992-07-31,0
4596,1992-08-01,0
4597,1992-08-02,0
4598,1992-08-03,0
4599,1992-08-04,0
4600,1992-08-05,0
4601,1992-08-06,0
4602,1992-08-07,0
4603,1992-08-08,0
4604,1992-08-09,0
4605,1992-08-10,0
4606,1992-08-11,0
4607,1992-08-12,0
4608,1992-08-13,0
4609,1992-08-14,0
4610,1992-08-15,0
4611,1992-08-16,0
4612,1992-08-17,0
4613,1992-08-18,0
4614,1992-08-19,0
4615,1992-08-20,0
4616,1992-08-21,0
4617,1992-08-22,0
4618,1992-08-23,0
4619,1992-08-24,0
4620,1992-08-25,0
4621,1992-08-26,0
4622,1992-08-27,0
4623,1992-08-28,0
4624,1992-08-29,0
4625,1992-08-30,0
4626,1992-08-31,0
4627,1992-09-01,0
4628,1992-09-02,0
4629,1992-09-03,0
4630,1992-09-04,0
4631,1992-09-05,0
4632,1992-09-06,0
4633,1992-09-07,0
4634,1992-09-08,0
4635,1992-09-09,0
4636,1992-09-10,0
4637,1992-09-11,0
4638,1992-09-12,0
4639,1992-09-13,0
4640,1992-09-14,0
4641,1992-09-15,0
4642,1992-09-16,0
4643,1992-09-17,0
4644,1992-09-18,0
4645,1992-09-19,0
4646,1992-09-20,0
4647,1992-09-21,0
4648,1992-09-22,0
4649,1992-09-23,0
4650,1992-09-24,0
4651,1992-09-25,0
4652,1992-09-26,0
4653,1992-09-27,0
4654,1992-09-28,1
4655,1992-09-29,0
4656,1992-09-30,0
4657,1992-10-01,0
4658,1992-10-02,0
4659,1992-10-03,0
4660,1992-10-04,0
4661,1992-10-05,0
4662,1992-10-06,0
4663,1992-10-07,0
4664,1992-10-08,0
4665,1992-10-09,0
4666,1992-10-10,0
4667,1992-10-11,0
4668,1992-10-12,0
4669,1992-10-13,0
4670,1992-10-14,0
4671,1992-10-15,0
4672,1992-10-16,0
4673,1992-10-17,0
4674,1992-10-18,0
4675,1992-10-19,0
4676,1992-10-20,0
4677,1992-10-21,0
4678,1992-10-22,0
4679,1992-10-23,0
4680,1992-10-24,0
4681,1992-10-25,0
4682,1992-10-26,0
4683,1992-10-27,0
4684,1992-10-28,0
4685,1992-10-29,0
4686,1992-10-30,0
4687,1992-10-31,0
4688,1992-11-01,0
4689,1992-11-02,0
4690,1992-11-03,0
4691,1992-11-04,0
4692,1992-11-05,0
4693,1992-11-06,0
4694,1992-11-07,0
4695,1992-11-08,0
4696,1992-11-09,0
4697,1992-11-10,0
4698,1992-11-11,0
4699,1992-11-12,0
4700,1992-11-13,0
4701,1992-11-14,0
4702,1992-11-15,0
4703,1992-11-16,0
4704,1992-11-17,0
4705,1992-11-18,0
4706,1992-11-19,0
4707,1992-11-20,0
4708,1992-11-21,0
4709,1992-11-22,0
4710,1992-11-23,0
4711,1992-11-24,0
4712,1992-11-25,0
4713,1992-11-26,0
4714,1992-11-27,0
4715,1992-11-28,0
4716,1992-11-29,0
4717,1992-11-30,0
4718,1992-12-01,0
4719,1992-12-02,0
4720,1992-12-03,0
4721,1992-12-04,0
4722,1992-12-05,0
4723,1992-12-06,0
4724,1992-12-07,0
4725,1992-12-08,0
4726,1992-12-09,0
4727,1992-12-10,0
4728,1992-12-11,0
4729,1992-12-12,0
4730,1992-12-13,0
4731,1992-12-14,0
4732,1992-12-15,0
4733,1992-12-16,0
4734,1992-12-17,0
4735,1992-12-18,0
4736,1992-12-19,0
4737,1992-12-20,0
4738,1992-12-21,0
4739,1992-12-22,0
4740,1992-12-23,0
4741,1992-12-24,0
4742,1992-12-25,0
4743,1992-12-26,0
4744,1992-12-27,0
4745,1992-12-28,0
4746,1992-12-29,0
4747,1992-12-30,0
4748,1992-12-31,0
4749,1993-01-01,0
4750,1993-01-02,0
4751,1993-01-03,0
4752,1993-01-04,0
4753,1993-01-05,0
4754,1993-01-06,0
4755,1993-01-07,0
4756,1993-01-08,0
4757,1993-01-09,0
4758,1993-01-10,0
4759,1993-01-11,0
4760,1993-01-12,0
4761,1993-01-13,0
4762,1993-01-14,0
4763,1993-01-15,0
4764,1993-01-16,0
4765,1993-01-17,0
4766,1993-01-18,1
4767,1993-01-19,1
4768,1993-01-20,1
4769,1993-01-21,1
4770,1993-01-22,0
4771,1993-01-23,1
4772,1993-01-24,1
4773,1993-01-25,1
4774,1993-01-26,1
4775,1993-01-27,1
4776,1993-01-28,1
4777,1993-01-29,1
4778,1993-01-30,0
4779,1993-01-31,0
4780,1993-02-01,0
4781,1993-02-02,0
4782,1993-02-03,0
4783,1993-02-04,0
4784,1993-02-05,0
4785,1993-02-06,0
4786,1993-02-07,0
4787,1993-02-08,0
4788,1993-02-09,0
4789,1993-02-10,0
4790,1993-02-11,0
4791,1993-02-12,0
4792,1993-02-13,1
4793,1993-02-14,1
4794,1993-02-15,1
4795,1993-02-16,0
4796,1993-02-17,0
4797,1993-02-18,0
4798,1993-02-19,0
4799,1993-02-20,0
4800,1993-02-21,0
4801,1993-02-22,0
4802,1993-02-23,0
4803,1993-02-24,0
4804,1993-02-25,0
4805,1993-02-26,0
4806,1993-02-27,0
4807,1993-02-28,0
4808,1993-03-01,0
4809,1993-03-02,0
4810,1993-03-03,0
4811,1993-03-04,0
4812,1993-03-05,0
4813,1993-03-06,0
4814,1993-03-07,0
4815,1993-03-08,0
4816,1993-03-09,0
4817,1993-03-10,0
4818,1993-03-11,0
4819,1993-03-12,0
4820,1993-03-13,0
4821,1993-03-14,0
4822,1993-03-15,0
4823,1993-03-16,0
4824,1993-03-17,0
4825,1993-03-18,0
4826,1993-03-19,0
4827,1993-03-20,0
4828,1993-03-21,0
4829,1993-03-22,0
4830,1993-03-23,0
4831,1993-03-24,0
4832,1993-03-25,0
4833,1993-03-26,0
4834,1993-03-27,0
4835,1993-03-28,0
4836,1993-03-29,0
4837,1993-03-30,0
4838,1993-03-31,0
4839,1993-04-01,0
4840,1993-04-02,0
4841,1993-04-03,0
4842,1993-04-04,1
4843,1993-04-05,1
4844,1993-04-06,1
4845,1993-04-07,1
4846,1993-04-08,1
4847,1993-04-09,0
4848,1993-04-10,0
4849,1993-04-11,0
4850,1993-04-12,0
4851,1993-04-13,0
4852,1993-04-14,0
4853,1993-04-15,0
4854,1993-04-16,0
4855,1993-04-17,0
4856,1993-04-18,0
4857,1993-04-19,0
4858,1993-04-20,0
4859,1993-04-21,0
4860,1993-04-22,0
4861,1993-04-23,0
4862,1993-04-24,0
4863,1993-04-25,0
4864,1993-04-26,0
4865,1993-04-27,0
4866,1993-04-28,0
4867,1993-04-29,0
4868,1993-04-30,0
4869,1993-05-01,0
4870,1993-05-02,0
4871,1993-05-03,0
4872,1993-05-04,1
4873,1993-05-05,1
4874,1993-05-06,1
4875,1993-05-07,0
4876,1993-05-08,0
4877,1993-05-09,0
4878,1993-05-10,0
4879,1993-05-11,0
4880,1993-05-12,0
4881,1993-05-13,0
4882,1993-05-14,0
4883,1993-05-15,0
4884,1993-05-16,0
4885,1993-05-17,0
4886,1993-05-18,0
4887,1993-05-19,0
4888,1993-05-20,0
4889,1993-05-21,0
4890,1993-05-22,0
4891,1993-05-23,0
4892,1993-05-24,0
4893,1993-05-25,0
4894,1993-05-26,0
4895,1993-05-27,0
4896,1993-05-28,0
4897,1993-05-29,0
4898,1993-05-30,0
4899,1993-05-31,0
4900,1993-06-01,0
4901,1993-06-02,0
4902,1993-06-03,0
4903,1993-06-04,0
4904,1993-06-05,0
4905,1993-06-06,0
4906,1993-06-07,0
4907,1993-06-08,0
4908,1993-06-09,0
4909,1993-06-10,0
4910,1993-06-11,0
4911,1993-06-12,0
4912,1993-06-13,0
4913,1993-06-14,0
4914,1993-06-15,0
4915,1993-06-16,0
4916,1993-06-17,0
4917,1993-06-18,0
4918,1993-06-19,0
4919,1993-06-20,0
4920,1993-06-21,0
4921,1993-06-22,0
4922,1993-06-23,0
4923,1993-06-24,0
4924,1993-06-25,0
4925,1993-06-26,0
4926,1993-06-27,0
4927,1993-06-28,0
4928,1993-06-29,0
4929,1993-06-30,0
4930,1993-07-01,0
4931,1993-07-02,0
4932,1993-07-03,0
4933,1993-07-04,0
4934,1993-07-05,0
4935,1993-07-06,0
4936,1993-07-07,0
4937,1993-07-08,0
4938,1993-07-09,0
4939,1993-07-10,0
4940,1993-07-11,0
4941,1993-07-12,0
4942,1993-07-13,0
4943,1993-07-14,0
4944,1993-07-15,0
4945,1993-07-16,0
4946,1993-07-17,0
4947,1993-07-18,0
4948,1993-07-19,0
4949,1993-07-20,0
4950,1993-07-21,0
4951,1993-07-22,0
4952,1993-07-23,0
4953,1993-07-24,0
4954,1993-07-25,0
4955,1993-07-26,0
4956,1993-07-27,0
4957,1993-07-28,0
4958,1993-07-29,0
4959,1993-07-30,0
4960,1993-07-31,0
4961,1993-08-01,0
4962,1993-08-02,0
4963,1993-08-03,0
4964,1993-08-04,0
4965,1993-08-05,0
4966,1993-08-06,0
4967,1993-08-07,0
4968,1993-08-08,0
4969,1993-08-09,0
4970,1993-08-10,0
4971,1993-08-11,0
4972,1993-08-12,0
4973,1993-08-13,0
4974,1993-08-14,0
4975,1993-08-15,0
4976,1993-08-16,0
4977,1993-08-17,0
4978,1993-08-18,0
4979,1993-08-19,0
4980,1993-08-20,0
4981,1993-08-21,0
4982,1993-08-22,0
4983,1993-08-23,0
4984,1993-08-24,0
4985,1993-08-25,0
4986,1993-08-26,0
4987,1993-08-27,0
4988,1993-08-28,0
4989,1993-08-29,0
4990,1993-08-30,0
4991,1993-08-31,0
4992,1993-09-01,0
4993,1993-09-02,0
4994,1993-09-03,0
4995,1993-09-04,0
4996,1993-09-05,0
4997,1993-09-06,0
4998,1993-09-07,0
4999,1993-09-08,0
5000,1993-09-09,0
5001,1993-09-10,0
5002,1993-09-11,0
5003,1993-09-12,0
5004,1993-09-13,0
5005,1993-09-14,0
5006,1993-09-15,0
5007,1993-09-16,0
5008,1993-09-17,0
5009,1993-09-18,0
5010,1993-09-19,0
5011,1993-09-20,0
5012,1993-09-21,0
5013,1993-09-22,0
5014,1993-09-23,0
5015,1993-09-24,0
5016,1993-09-25,0
5017,1993-09-26,0
5018,1993-09-27,0
5019,1993-09-28,0
5020,1993-09-29,0
5021,1993-09-30,0
5022,1993-10-01,0
5023,1993-10-02,0
5024,1993-10-03,0
5025,1993-10-04,0
5026,1993-10-05,0
5027,1993-10-06,0
5028,1993-10-07,0
5029,1993-10-08,0
5030,1993-10-09,0
5031,1993-10-10,0
5032,1993-10-11,0
5033,1993-10-12,0
5034,1993-10-13,0
5035,1993-10-14,0
5036,1993-10-15,0
5037,1993-10-16,0
5038,1993-10-17,0
5039,1993-10-18,0
5040,1993-10-19,0
5041,1993-10-20,0
5042,1993-10-21,0
5043,1993-10-22,0
5044,1993-10-23,0
5045,1993-10-24,0
5046,1993-10-25,0
5047,1993-10-26,0
5048,1993-10-27,0
5049,1993-10-28,0
5050,1993-10-29,0
5051,1993-10-30,0
5052,1993-10-31,0
5053,1993-11-01,0
5054,1993-11-02,0
5055,1993-11-03,0
5056,1993-11-04,0
5057,1993-11-05,0
5058,1993-11-06,0
5059,1993-11-07,0
5060,1993-11-08,0
5061,1993-11-09,0
5062,1993-11-10,0
5063,1993-11-11,0
5064,1993-11-12,0
5065,1993-11-13,0
5066,1993-11-14,0
5067,1993-11-15,0
5068,1993-11-16,0
5069,1993-11-17,0
5070,1993-11-18,0
5071,1993-11-19,0
5072,1993-11-20,0
5073,1993-11-21,0
5074,1993-11-22,0
5075,1993-11-23,0
5076,1993-11-24,0
5077,1993-11-25,0
5078,1993-11-26,0
5079,1993-11-27,0
5080,1993-11-28,0
5081,1993-11-29,0
5082,1993-11-30,0
5083,1993-12-01,0
5084,1993-12-02,0
5085,1993-12-03,0
5086,1993-12-04,0
5087,1993-12-05,0
5088,1993-12-06,0
5089,1993-12-07,0
5090,1993-12-08,0
5091,1993-12-09,0
5092,1993-12-10,0
5093,1993-12-11,0
5094,1993-12-12,0
5095,1993-12-13,0
5096,1993-12-14,0
5097,1993-12-15,0
5098,1993-12-16,1
5099,1993-12-17,1
5100,1993-12-18,1
5101,1993-12-19,0
5102,1993-12-20,0
5103,1993-12-21,0
5104,1993-12-22,0
5105,1993-12-23,0
5106,1993-12-24,0
5107,1993-12-25,0
5108,1993-12-26,0
5109,1993-12-27,0
5110,1993-12-28,0
5111,1993-12-29,0
5112,1993-12-30,0
5113,1993-12-31,0
5114,1994-01-01,0
5115,1994-01-02,0
5116,1994-01-03,0
5117,1994-01-04,0
5118,1994-01-05,0
5119,1994-01-06,0
5120,1994-01-07,0
5121,1994-01-08,0
5122,1994-01-09,0
5123,1994-01-10,0
5124,1994-01-11,0
5125,1994-01-12,1
5126,1994-01-13,1
5127,1994-01-14,0
5128,1994-01-15,0
5129,1994-01-16,0
5130,1994-01-17,0
5131,1994-01-18,1
5132,1994-01-19,1
5133,1994-01-20,0
5134,1994-01-21,0
5135,1994-01-22,0
5136,1994-01-23,0
5137,1994-01-24,0
5138,1994-01-25,0
5139,1994-01-26,0
5140,1994-01-27,0
5141,1994-01-28,1
5142,1994-01-29,1
5143,1994-01-30,1
5144,1994-01-31,1
5145,1994-02-01,1
5146,1994-02-02,1
5147,1994-02-03,0
5148,1994-02-04,0
5149,1994-02-05,0
5150,1994-02-06,0
5151,1994-02-07,0
5152,1994-02-08,0
5153,1994-02-09,1
5154,1994-02-10,1
5155,1994-02-11,1
5156,1994-02-12,1
5157,1994-02-13,1
5158,1994-02-14,0
5159,1994-02-15,0
5160,1994-02-16,1
5161,1994-02-17,1
5162,1994-02-18,1
5163,1994-02-19,0
5164,1994-02-20,0
5165,1994-02-21,0
5166,1994-02-22,0
5167,1994-02-23,0
5168,1994-02-24,0
5169,1994-02-25,0
5170,1994-02-26,0
5171,1994-02-27,0
5172,1994-02-28,0
5173,1994-03-01,0
5174,1994-03-02,0
5175,1994-03-03,0
5176,1994-03-04,0
5177,1994-03-05,0
5178,1994-03-06,0
5179,1994-03-07,0
5180,1994-03-08,0
5181,1994-03-09,1
5182,1994-03-10,1
5183,1994-03-11,1
5184,1994-03-12,1
5185,1994-03-13,1
5186,1994-03-14,1
5187,1994-03-15,1
5188,1994-03-16,1
5189,1994-03-17,0
5190,1994-03-18,0
5191,1994-03-19,0
5192,1994-03-20,0
5193,1994-03-21,1
5194,1994-03-22,1
5195,1994-03-23,1
5196,1994-03-24,1
5197,1994-03-25,0
5198,1994-03-26,0
5199,1994-03-27,0
5200,1994-03-28,0
5201,1994-03-29,0
5202,1994-03-30,0
5203,1994-03-31,0
5204,1994-04-01,0
5205,1994-04-02,1
5206,1994-04-03,1
5207,1994-04-04,1
5208,1994-04-05,0
5209,1994-04-06,0
5210,1994-04-07,0
5211,1994-04-08,0
5212,1994-04-09,1
5213,1994-04-10,1
5214,1994-04-11,1
5215,1994-04-12,1
5216,1994-04-13,1
5217,1994-04-14,0
5218,1994-04-15,0
5219,1994-04-16,0
5220,1994-04-17,0
5221,1994-04-18,0
5222,1994-04-19,0
5223,1994-04-20,0
5224,1994-04-21,0
5225,1994-04-22,0
5226,1994-04-23,0
5227,1994-04-24,0
5228,1994-04-25,0
5229,1994-04-26,0
5230,1994-04-27,0
5231,1994-04-28,0
5232,1994-04-29,0
5233,1994-04-30,0
5234,1994-05-01,0
5235,1994-05-02,0
5236,1994-05-03,0
5237,1994-05-04,0
5238,1994-05-05,0
5239,1994-05-06,0
5240,1994-05-07,0
5241,1994-05-08,0
5242,1994-05-09,0
5243,1994-05-10,0
5244,1994-05-11,0
5245,1994-05-12,0
5246,1994-05-13,0
5247,1994-05-14,0
5248,1994-05-15,0
5249,1994-05-16,0
5250,1994-05-17,0
5251,1994-05-18,0
5252,1994-05-19,0
5253,1994-05-20,0
5254,1994-05-21,0
5255,1994-05-22,0
5256,1994-05-23,0
5257,1994-05-24,0
5258,1994-05-25,0
5259,1994-05-26,0
5260,1994-05-27,0
5261,1994-05-28,0
5262,1994-05-29,0
5263,1994-05-30,0
5264,1994-05-31,0
5265,1994-06-01,0
5266,1994-06-02,0
5267,1994-06-03,0
5268,1994-06-04,0
5269,1994-06-05,0
5270,1994-06-06,0
5271,1994-06-07,0
5272,1994-06-08,0
5273,1994-06-09,0
5274,1994-06-10,0
5275,1994-06-11,0
5276,1994-06-12,0
5277,1994-06-13,0
5278,1994-06-14,0
5279,1994-06-15,0
5280,1994-06-16,0
5281,1994-06-17,0
5282,1994-06-18,0
5283,1994-06-19,0
5284,1994-06-20,0
5285,1994-06-21,0
5286,1994-06-22,0
5287,1994-06-23,0
5288,1994-06-24,0
5289,1994-06-25,0
5290,1994-06-26,0
5291,1994-06-27,0
5292,1994-06-28,0
5293,1994-06-29,0
5294,1994-06-30,0
5295,1994-07-01,0
5296,1994-07-02,0
5297,1994-07-03,0
5298,1994-07-04,0
5299,1994-07-05,0
5300,1994-07-06,0
5301,1994-07-07,0
5302,1994-07-08,0
5303,1994-07-09,0
5304,1994-07-10,0
5305,1994-07-11,0
5306,1994-07-12,0
5307,1994-07-13,0
5308,1994-07-14,0
5309,1994-07-15,0
5310,1994-07-16,0
5311,1994-07-17,0
5312,1994-07-18,0
5313,1994-07-19,0
5314,1994-07-20,0
5315,1994-07-21,0
5316,1994-07-22,0
5317,1994-07-23,0
5318,1994-07-24,0
5319,1994-07-25,0
5320,1994-07-26,0
5321,1994-07-27,0
5322,1994-07-28,0
5323,1994-07-29,0
5324,1994-07-30,0
5325,1994-07-31,0
5326,1994-08-01,0
5327,1994-08-02,0
5328,1994-08-03,0
5329,1994-08-04,0
5330,1994-08-05,0
5331,1994-08-06,0
5332,1994-08-07,0
5333,1994-08-08,0
5334,1994-08-09,0
5335,1994-08-10,0
5336,1994-08-11,0
5337,1994-08-12,0
5338,1994-08-13,0
5339,1994-08-14,0
5340,1994-08-15,0
5341,1994-08-16,0
5342,1994-08-17,0
5343,1994-08-18,0
5344,1994-08-19,0
5345,1994-08-20,0
5346,1994-08-21,0
5347,1994-08-22,0
5348,1994-08-23,0
5349,1994-08-24,0
5350,1994-08-25,0
5351,1994-08-26,0
5352,1994-08-27,0
5353,1994-08-28,0
5354,1994-08-29,0
5355,1994-08-30,0
5356,1994-08-31,0
5357,1994-09-01,0
5358,1994-09-02,0
5359,1994-09-03,0
5360,1994-09-04,0
5361,1994-09-05,0
